Tweet,Sentimen
"PT. KAI membentuk satgas internal yang menjalankan sosialisasi kepada rekan2 kami bahwa memakai masker itu keren, WFH itu bukan berarti libur, terkait 3M dan 3T juga terus kita sosialisasikan melalui multi media baik milis broadcast dan akun media sosial. 

@jokowi Lawan Pandemi https://t.co/2NlXjT6GLl",1
Tmi mataku lagi burem ini online karena ambil cuti kerja,0
"@FirstMediaCares @strawbe90773204 Min saya dari id Pelanggan 60647701 kenapa dari pagi wifi saya error ya? Kenapa pas hari senin pagi gitu pas hari produktif, kita juga pada belajar daring dan WFH. Mohon kejelasannya dong min karena banyak deadline tugas dan kerjaan menunggu, terimakasih🙏🏻",1
"@collegemenfess Iya, banget. Kalo daring malah berasa ga kuliah, materi gapaham tapi liat temen"" pada tetep biasa aja sementara aku makin down jadi insecure, dirumah juga ga kerasa kuliah soalnya bantu ortu mulu, ditambah aku jadi bph ukm ec",0
"Hallo sobat, masih pada wfh apa udah masuk kantor lagi nih kalian? Buat yang masih masuk, tetep disiplin 3M ya #VaksinUntukKita #UpayaLawanPandemi https://t.co/Na5Y32ECEm",1
@daqiquqeqo Selamat kembali kuliah online besok✨,1
"Wfh pagi2 itu tdk nikmat,
Karna ditumah pekerjaan ku malah semakin banyak😭
Dimana para adik apa2 “mbak mbek mbak mbek” 
Bikin semrawut 😂
Enak wfo , pulang2 semuanya dirumah dah rapi🤣",0
"SMP N 14 Kota Pekalongan menyiapkan 8 gadget untuk siswa kurang mampu dan tidak memiliki gadget, agar mempermudah siswa tersebut dalam melakukan pembelajaran daring. 

#LiveInterview",1
Kantorku meskipun ada yg positif covid ttp gada wfh wfo wkwkwk,0
"thanks lord masih percaya dengan metode yang dibuat, summary trading 19/02/2021 saat WFH.

$MARI https://t.co/94HW4Kema0",1
"@pln_123 @pln_jogj
Sultan Agung, Kusuma Negara,  Taman Siswa, Yogyakarta. Tadi udah nyala sekarang mati lagi. Gimana to? Ini anak-anak sekolah dan kuliah online!",1
harusnya kasih kejelasan mau wfh sampe kapan. udah enam bulan kosan dianggurin,0
teman adik kelas online 😂,1
"@collegemenfess Aku pplnya online, gak banyak ketemu dan interaksi sma org sekolah. Kalo pplnya kyk gitu paling tips nya harus sabar ngadepin siswa yg males ngumpulin tugas, sama sabar meskipun di kacangin pas kelas online😭 dan banyak latihan presentasi ngajar😁",1
Hampir 2 bulan loh WFH 🥱 apa kabar seragaaaammm 😌,0
@jcftersadx Tapi bnyak yang bilang dia wfh alias wamil from home😭,0
"Kalo dari sudut pandang pribadi, apalagi kerja di bidang IT ya enaknya wfh itu cuman jam pulang dan pergi aja yang bisa dikonversi jadi macem-macem kegiatan. Masuk core hour ya tetep sama, berusaha untuk tidak menurunkan kualitas.",1
"Beteeeeeeeee ...
Kena WFH Lagi ...",0
"@Myvtaeemin jangan lupa sarapan, jangan lupa senyum, semangat/daring/kuliah/kerja, pokoknya semangat buat hari ini, have a nice day - !!❣️

selamat mengawali hari pertama dibulan maret, semoga bulan ini bisa jadi bulan penuhhhh kebahagiaan :p",1
"@BNICustomerCare assalamualaikum kak. Saya nasabah BNI Syariah, mencoba daftar MBanking tidak bisa krn : email blm terdaftar. Ke kantor cabang 2x ditolak krn antrian sdh penuh, apalagi pandemi jam operational yg pendek. Apa saat ini masih blm bisa daftar email scr online? Makasih",1
@subtanyarl aku seneng banget. apalagi semenjak work from home. duit jadi hemat. tapi kangen juga nongkrong sama temen.,1
Menjadi keong kuliah online siang ini😭 https://t.co/5Uy2Xkcu6g,0
"Sukses Gelar Kelas Menulis Online, LTN-NU Bontang bersiap Beri Kejutan Lagi https://t.co/v3VZgawUcu",1
@gardenshark_ Dah selesai kelas yanc😎 qmu masih daring yach?,1
"bila dh berjauhan dengan parents ni, terbir rasa rindu and bila ingat diorg still work from home , rasa sedih sbb sepatutnya diorg dah boleh rest",0
"-dari guru jadi lama pulangnya, terus bertemu macet, polusi dan segalagali, terus kalo progress kapan ngerjainnya di sekolah, kalo online pas kelas tinggal offcam abis itu serah dah mo ngapain, YG PALING PENTING GUE BISA TIDUR SIANG NIKMAT BGT TUHAN🥺🥺 ya walaupun dari segala-",0
"temen kuliah rasa temen online aja, ga pernah ketemu lai ueueu kangen main padahall 😭😭😭",0
"keinget tadi siang,diberi materi 119 halaman dan disuruh membaca bab 1 dan bab 2 kemudian diskusi daring,yang lain pada membaca,gw ketiduran ampe kuliah rampung,mana 3 sks pula🤣",1
"Kebangun jam 12 tadi dan baru inget belum solat, trs ngerjain kerjaan untuk WFH. Untung kebangun yah sist...",1
"Asik bgt kalo ada kelas online terpercaya dan makin nambah skill juga. Cusss baca lebih lengkapnya di blog mba @syarifani89

https://t.co/QMjynAwvok
Senin
#SeninSemangat",1
"Krl bekasi selalu menjadi ujian belum lagi harus transit dan pindah ke krl sudirman yang nunggunya aja lama pas kereta dateng harus pasang kuda-kuda. 

Butuh effort 3 sampe 4 jam lebih di jalan doang sehari. 😂 Alhamdulillah sekarang wfh. https://t.co/ZXaGiC5Hux",1
sch! sebel ga sih lu kalo ada tugas trs gurunya ngmg gausah dikumpul daring biar akhir bulan dikumpul lgsg ke sekolah tp temen temen kelas lu taunya ngumpul daring dan diem diem aja jadinya lu yang gadapet nilai karena ga ngumpulin 😟,0
Kuliah online malah bikin tambah males,0
"[cm] guys, kalo 'seandainya' koronce ud gada, segala halangan buat kuliah offline ud gada, kalian udah siap belum ninggalin kuliah daring?",1
Lumayan wfh + nyimak kuliah daring matkul ahlaq tasawuf😂😂,1
"Please, ini gua banget kalau pas lagi kelas online trus lgi on di hp. Kepencet kamera belakanh dan lagi sarungan atau pamer paha😭😭😭 https://t.co/Cu6KPPUqEe",0
@BANKBRI_ID Kenapa banyak yg pinjaman online karna layanan kalian di bri kaya tai,0
@dimasfachrudin @Yaksisanya @ywnta_ Gassss!!! Gue wfh jadi aman 😆😆😆,1
"@miund @catwomanizer Harus dipisahin istilah gaji sama penghasilan. Kalau gaji, artinya kita kerja di korporasi, ya angka segitu tidak banyak, biasanya agak di posisi “pucuk”.

Kalau penghasilan, ya luas. Content creator, pedagang online, pemain sepakbola, bahkan trader saham biasa di angka2 itu.",1
"Hasil program 2020 serta sosialisasi program 2021 dapat #SahabatBudaya saksikan melalui Webinar dan Pameran Virtual “PRESISI: INOVASI PEMBELAJARAN KONTEKSTUAL BERBASIS BUDAYA” secara daring pada

📅 Senin, 22 Februari 2021
⏰ 13.00 - 16.00 WIB
💻 budayasaya",1
"@WatchmenID Spiderman: Work from Home
Memberantas kejahatan via zoom",1
"@hemiadr OH YA ALLAH  MAKSUTE ONLINE NEK SENG KULIAH BIASA WKKWKWK, NEK AKU MENGKO PAS PENELITIAN SKRIPSI HO OFFLINE WKKWKW",1
"Bersarapan dengan BURGER MINI AKMAL sambil PDPR 😉
🍔Digemari oleh kanak-kanak
🍔Mudah dan cepat
🍔Menyelerakan
🍔Halal

🛒https://t.co/G0vsxan6sH

#burger #kebab #miniburger #akmalfoodglobal #frozenfood #makanansejukbeku #klangvalleyfood #lembahklang #workfromhome #stayathome https://t.co/18c2TcH3vd",1
jadwal wfh tp ngantor gr2 rapat luring dan sampai kantor rapat dibatalin. alhamdulillah masih dpt dos snack dan makan siang😇😇😇,1
@sleepless_3am Hahahhaha. Nama asliku bukan mal 😂😂 mal cuman buat temen kuliah sama online. Di rl juga kebanyakan pada ngira aku galak .,1
"Bang @JeromePolin aku juga suka sma milo, karena Milo tuh teman setia aku ketika kuliah online saat ini #MinumMilo https://t.co/b3l4CoMsnL",1
malas la nak layan orang yg ingat kita ni  untung wfh sbb goyang kaki katanya. dia tak tahu kita makan pun tak sempat kadang 😴😴😴😴😴,0
BISNIS SAMBIL SEKOLAH KULIAH ATAU NGANTOR? BISA KOK!! JADI ONLINE SHOP PRODAK KAMI PIN BB D0BC1C00 WA 082216827323 https://t.co/NOZGwWrVRq,1
"Work from home bikin jam kerja menjadi gak menentu, kadang kita masih harus bekerja hingga malam hari demi membalas sebuah e-mail. Apakah kalian pernah mengalaminya, Buddies? https://t.co/KT4hc6cm15",0
Jejak Literasi Elisa Karamoy: Tingkatkan Skill Di Masa Kuliah Dengan Kelas Onlin... https://t.co/eGJI16YZpH,1
@afriliamuu kerja online jahh wkw,1
"Mager di rumah selama pandemi?
Kenapa gak coba ikutan kelas online aja? Pilih tema sesuai yang kamu inginkan seperti mbak @syarifani89 ini. 
Saatnya mulai bergerak dan produktif dengan kelas online terbaik bersertifikat ^_^

Senin #SeninSemangat
https://t.co/euWgWuyyOq",1
Sebuah Akhir Pembelajaran Online https://t.co/NszgYulRHI,1
"@sukahorni @lendirmedia Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"@LateKyu Udah mana kuliah online kan emang kayak belajar mandiri ya.. makin banyak bebannya bukan berarti di rmh tuh ga ngapa2in hadeuhh 

Maap jd curhat jg WKWK",0
"hmmm, belom selesai ini kelas online udh belok aja pikiran. kayaknya gak bisa serius di bidang ini",1
"Pengesahan STNK akan Dilakukan secara Online, Diluncurkan 21 Mei 2021: Kakorlantas Polri berencana untuk melakukan pengesahan STNK secara online. Layanan pengesahan STNK secara online ini akan diluncurkan pada 21 Mei 2021. https://t.co/62YIgD4E8A https://t.co/dtAtydNl8S",1
Aku udah betah sama kuliah online https://t.co/uOpc4Qn3uQ,1
"@Wan9Wong21 Di tempatku, malah ada yang sampe melahirkan. Itu efeknya wfh.",1
"@grumpysfd @online_britain Bio “nctzen” nya segera dihapus ya, bikin malu! Miris banget lihat orang seperti kamu, memanfaatkan simpati orang lain. Kalau butuh duit kerja yang halal dong. Gamalu apa sama org yg sudah renta / kekurangan tapi masih semangat kerja? Malu banget, segera tobat ya 🙏🏼",1
Dah lah malas nak g kerja rasanya. Nak wfh jelah hmmm,1
"DAFTAR SEKARANG DAN DAPATKAN BERBAGAI BONUS YANG TERSEDIA DI SILVER BOLA !!

INFO LEBIH LANJUT, HUBUNGI KAMI DI :
WA : +855–86–365–202
LINE : SILVERBOLAOFFICIAL
IG : SILVERBOLAOFFICIAL
TWITTER : @Silverbolaoffi1
LAYANAN LIVECHAT 24 JAM ONLINE

#silverbola #bandarjudionline https://t.co/nBdHOhZ1xr",0
@geprekbesnu waktu kita blm kenal emg lu ga inget ada demo tolak kuliah online???,0
"Kuliah daring pertemuan pertama di semester 2😃
Ternyata Viaa WhatsApp grup pukul 1 siang 😬

Dahlah... Nyimak bae 😐",1
"Pakai absensi online https://t.co/BJRl3fp53n Karyawanmu absensi darimana saja dengan scan GPS di ponsel. Absensi saat sedang WFH, WFO, atau kunjungan kerja di lokasi yang berbeda? BISA

Bukan cuma itu saja. Kamu bisa pantau absensi kehadiran karyawanmu dengan mudah pakai ponsel. https://t.co/X3OkICj8QA",1
Bukan lagiiii...... sibuk bener kalo wfh sampe absen pulang jam segini🤣🤣 https://t.co/RR3sh7JDxX,1
Memperingati 1 tahun lebih 10 harinya WFH 🎉,1
Asyik kelas online dan offline nya @wensenplayhouse  SDH mulai . Senang banget https://t.co/wdJL9pfehN,1
Gapapalah masuk kuliah online nanti setidaknya gabayar uang kostan terus dapat nilai juga lebih gampang even ga ngerasain kuliah di kampus tapi ada sisi positifnya juga kok 😣,1
Kerja pagi WFH sucks. At least dulu WFH malam cuaca tak panas,0
"@rock_ariz Bhahahaha, mengabarkan sedang WFH di Malang, kode ngajak nggibah 😜",1
@eskalokal @Stray_Kids ini pas kelas 7 sih aku males beli stuff buat journaling kalo online https://t.co/tIt7TdJaMi,1
"@AkaunAnon Assalamualaikum semua maaf tumpang lalu, saya ada buat kelas mengaji online siapa nak join boleh tekan link ni untuk daftar. 🙂

KOD VOUCHER PENDAFTARAN PERCUMA: TPA002

Wasap Nak Ngaji Online ⬇️
https://t.co/XsrnoK3fWQ
https://t.co/XsrnoK3fWQ
https://t.co/XsrnoK3fWQ https://t.co/RDx4ghnTiU",1
"@thefaizzainal Maybe diorg tak fikir banyak tuu.. Tak fikir benda yg serabyt kepala baik enjoy belajar Mandarin utk kegunaan kerja atau tambah skills secara Online / Fizikal. Kelas pon fun learning kan🤗
BERMINAT BOLEH https://t.co/7AUnPYUMzv https://t.co/zaKg4LeD7O",1
"[cm] disini yg kuliah di gunadarma yg pernah ikut um online, ada yang berkenan buat aku tanya? Tentang verifikasi ku yang ilang. pas beli kemarin masih ada, pas cek hari ini malah 0. makasih🙏",1
LOWONGAN KERJA ONLINE 2-3jt perbulan  https://t.co/F3V2qdYplc  :),1
"Sewa apartemen Green Lake View Ciputat
Tangsel Banten Indonesia
https://t.co/C1WerfFs69
https://t.co/rPtCzBlT7R

Downtown Studio Apt Perfect 4 WFH Office/YouTuber - Apartments for Rent in Kecamatan Ciputat, Banten, Indonesia https://t.co/rIsTiiz3ct",1
"Seharusnya udah kuliah tatap mukaaaaaa,  tapi kembali online lagi. Sungguh rindu ngajar langsung di depan kelas.  :""""",0
"@bigluvkth jangan lupa sarapan, jangan lupa senyum, semangat/daring/kuliah/kerja, pokoknya semangat buat hari ini, have a nice day - !!❣️

selamat mengawali hari pertama dibulan maret, semoga bulan ini bisa jadi bulan penuhhhh kebahagiaan :p",1
"@RohimVngc @novianms Tuh dengerin, wfh ajaa",1
"[cm] catetan aku selama kuliah online semester kemarin~ siap siap ntar masuk semester baru online lagi. Semangat yaa kita semua kuliahnya walaupun online🤗 pap catetan kalian juga dong selama kulon, sukaa liatnya✨ https://t.co/5cmUcuOTVn",1
@dodioc yaampungg.. semangat kamuu wfh nyaa 💙,1
"@tigorsiagian Misi Kak.. numpang share yaa😊
Udah hampir setahun aja nih pada belajar daring, kuliah daring, atau nemenin adek, saudara, anak nya belajar daring. 
Yukk, ikutan webinar ini
https://t.co/0XTSAcTcEz https://t.co/0IipsWPm17",1
"@yaudahsihmaaf Daftar kredivo mudah banget, mau kredit hape? Bisa, mau pinjem uang juga bisa😅

yuk silahkan download dan daftar kredivo, jgn lupa siapkan KTP + NPWP dan akun belanja online seperti shopee, lazada, dll. pakai kode refferal dari kantor KRDSP015 agar tingkat acc tinggi https://t.co/VkBb9P5MQ7",1
"@tikawardha Rumahku aman, jauh dari kali gede dan bukan bekas daerah rawa
Bisa mbak kalo ngecek apartemen, besok aku WFH",1
Netflix nge gas juga lagi WFH gini sampe terminator dijadiin anime adaptation ~,0
Ikut sema pengen tau organisasi kuliah kek gimana eh online.. Ikut fraksi pen tau cek kesehatan langsung ama pasien eh online juga 😌,0
"@yourhoonz bingung huweee :( nanti aku liatin 1 1 dulu deh aku blm sempet, yg lbh aku suka yg aku taro kos kali ya soalnya kan wfh jg seminggu 2 kali doang jadi jarang ke kantor",0
"@mandarinfess Baru nonton full tahun lalu, pas masa WFH shsh
Dulu pas ongoing sempet ngintip ep1, tp karena sibuk rl akhirnya ngga dilanjutin. Cuma emang hype bgt sih, aku yg  pas itu ngga nyemplung perdrachinannya aja bisa tau judul drama ini hahah",1
"@kimtaehyVi moots sya taw egk? begadang ntu gabaik loh apalagi sampe malam² bgt, maw egk ikutan sya sekalian aja buat tidur lebih awal biar jadi kebiasaan:&lt; yok buat istirahat besok senin,semangat daring/kuliah/kerja:D mksi sya smsm 😠💗",1
"@AnisKho88222478 Hai, Kak.
Jika Kakak lupa password DJP Online, silakan melakukan reset password dengan memilih ""Lupa Kata Sandi?"" pada laman https://t.co/qowsrksQt2.
Untuk layanan lupa EFIN melalui twitter @kring_pajak, silakan Kakak ikuti petunjuk berikut:
https://t.co/NXyugdjl44

(1/2)",1
"lagi ada kelas online kgk fokus gara gara Yeonjun 😭😭
Duh ganteng bgt, gk kuat beneran deh ⚰️😇 https://t.co/NeO55zUw1C",0
WFH hari ke 225 https://t.co/Bbc7NP74Ol,1
@collegemenfess Coba cari magang yg wfh nderr,1
@anakpenengah Doakan saja masih WFH sampai 9 bulan ke depan. 🙃,1
"@Tsgxy_ @NabilHussein Assalamualaikum.

Kami ada buat kelas mengaji secara ONLINE, dari IQRA' sehingga pembetulan bacaan AL-QURAN dan TAJWID, masa boleh tentukan sendiri.

*KOD VOUCHER PENDAFTARAN PERCUMA: TPA011*

#kelasonlineassyarif

Klik link di bawah untuk pendaftaran:
https://t.co/9iwnI4vnHo https://t.co/f8HbCac1if",1
PJJ DARING PJOK KELAS 3 TEMA 6 SUBTEMA 4 Senam irama https://t.co/B3ndMxfhKr lewat @YouTube,1
"@byu_id sinyal ilang terus,lgi wfh 😢😢😢😢😢 terpaksa ke mekdi",0
"@sp1derf4n Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
@afritajml Enakan wfh haha,1
"ga kerasa, kuliah offline cuma 7bulan sisanya daring eh pas masuk udh smt 5 :') yu bisa KTI an https://t.co/4APo2hMyE2",0
"Halo min @pln_123 , ini listrik padam sampai kapan yaa. Lagi WFH jadi terganggu banget, was was laptop mati min 😭",1
"Yuk join bisnisnya nggak bakal ganggu sekolah daring kalian,kuliah kalian dan kerja kalian jika kalian giat dan berusaha pasti bisa lebih dari 500 ribu perharinya buruan join
Joinya via pulsa dan DANA yang mau bisa DM aku ya di Twitter 😉😁",1
Me tak sanggup!!!! 😭😭😭😭 untung WFH 😭😭😭😭😭😭😭😭😭😭😭 https://t.co/vU4ugDJLLp https://t.co/t0SB4iYGeB,1
"Suka dg layanan mobile JKN,krn melakukan pendaftaran bisa lewat online,&amp; dtg ke klinik tinggal menunggu pelayanan yg diberikan. Jadi tidak perlu antre lama lagi seperti dulu.
https://t.co/X1oBdgY9MM
#BPJSKesehatan
#BPJSMelayani
#GotongRoyongSemuaTertolong
#JKNHadirUntukRakyat https://t.co/ExUrhHrm1r",1
"@BPJSTKinfo Untuk Pengajuannya tidak bisa online ya Ka, kita harus datang ke kantor cabang?",0
"@20le_gunnar Perang harga, layanan, dan kemudahan. Tapi semuanya belanja online tidak selalu menyenangkan. Adakala barang tdk sesuai dengan promosinya,",1
"Kelas Bimbingan Al-Quran secara ONLINE  dewasa dan kanak2 telah dibuka!! 

HILANGKAN RASA MALU UTK BELAJAR AL-QURAN DGN MENGAJI SECARA ONLINE

Terdapat pelbagai kelebihan apabila anda menyertai kelas mengaji online kami !

JOM CEPAT-CEPAT WASAP KAMI 👇🏻👇🏻

https://t.co/CF0qqS5h3S https://t.co/KttPTSBnM7",1
Kuliah online tau tau udah semester 2 aja🏜️,1
peraturan kuliah daring lo kan nyalain video gimana ceritanya makan citos,1
"@hayuningratri The power of wfh bun, ku geser semua jam ngajarnya drpd rusuh kan ngajar pas kurang tidur wkwkwkwkw",1
@hrdbacot Bersyukurrrr hey. Yg masuk kerja berharap wfh loh,1
"Badan dari atas sampe bawah mgilu banget dah, pengen wfh rasanya",1
BISNIS SAMBIL SEKOLAH KULIAH ATAU NGANTOR? BISA KOK!! JADI ONLINE SHOP PRODAK KAMI PIN BB D0BC1C00 WA 082216827323 https://t.co/NOZGwWrVRq,1
@rokushikiii Harap2 mcm tu lah.. dugaan sungguh mengandung musim covid ni. Dah lah penat kelas online😂,0
Gue ga dibolehin wfh kali ya hari ini sama wifi. Bikin emosi aja😤,0
"@FirstMediaCares min, kemaren saya habis bayar di tanggal 15 februari min, masa skrg saya harus bayar lagi? trus ini juga FM nya mati dari kmaren, omg miin tolong dibantu ini mau pada PJJ dan WFH",0
"One day Jeff came home from work cakap, you dah lain la skrg. Dlu hot je, cool. Sekarang funny. 😂😂😂 *Menangis dalam hati* https://t.co/GJ27hF0FGE",0
emang kuliah online dirumah tuh banyak yang ganggu banget ya 🙄 padahal baru hari pertama semester ini,0
